ID,Latitude_Decimal,Longitude_Decimal
SSML-053269,12.120833333333334,7.970833333333333
SSML-053269,12.129166666666666,7.970833333333333
SSML-053269,12.129166666666666,7.9750000000000005
SSML-053269,12.120833333333334,7.9750000000000005
EL-034807,8.641666666666666,4.816666666666666
EL-034807,8.65,4.816666666666666
EL-034807,8.65,4.85
EL-034807,8.683333333333334,4.85
EL-034807,8.683333333333334,4.858333333333333
EL-034807,8.641666666666666,4.858333333333333
SSML-036808,7.954166666666667,3.1083333333333334
SSML-036808,7.958333333333334,3.1083333333333334
SSML-036808,7.958333333333334,3.1125000000000003
SSML-036808,7.966666666666667,3.1125000000000003
SSML-036808,7.966666666666667,3.1208333333333336
SSML-036808,7.954166666666667,3.1208333333333336
EL-062934,8.570833333333333,8.0
EL-062934,8.633333333333333,8.0
EL-062934,8.633333333333333,8.0375
EL-062934,8.620833333333334,8.0375
EL-062934,8.620833333333334,8.05
EL-062934,8.570833333333333,8.05
EL-040414,8.6625,5.245833333333334
EL-040414,8.691666666666666,5.245833333333334
EL-040414,8.691666666666666,5.2625
EL-040414,8.683333333333334,5.2625
EL-040414,8.683333333333334,5.266666666666667
EL-040414,8.6625,5.266666666666667
EL-062920,8.6625,5.229166666666667
EL-062920,8.691666666666666,5.229166666666667
EL-062920,8.691666666666666,5.245833333333334
EL-062920,8.6625,5.245833333333334
EL-057720,8.620833333333334,8.108333333333333
EL-057720,8.695833333333333,8.108333333333333
EL-057720,8.695833333333333,8.141666666666666
EL-057720,8.616666666666667,8.141666666666666
EL-057720,8.616666666666667,8.170833333333333
EL-057720,8.604166666666666,8.170833333333333
EL-057720,8.604166666666666,8.112499999999999
EL-057720,8.620833333333334,8.112499999999999
EL-043400,5.7375,8.258333333333333
EL-043400,5.775,8.258333333333333
EL-043400,5.775,8.3125
EL-043400,5.7375,8.3125
EL-043400,5.7375,8.3
EL-043400,5.741666666666667,8.3
EL-043400,5.741666666666667,8.304166666666667
EL-043400,5.745833333333334,8.304166666666667
EL-043400,5.745833333333334,8.291666666666666
EL-043400,5.7375,8.291666666666666
EL-059035,9.766666666666667,12.2625
EL-059035,9.808333333333334,12.2625
EL-059035,9.808333333333334,12.304166666666667
EL-059035,9.766666666666667,12.304166666666667
EL-040746,8.241666666666665,3.129166666666667
EL-040746,8.2625,3.129166666666667
EL-040746,8.2625,3.154166666666667
EL-040746,8.358333333333333,3.154166666666667
EL-040746,8.358333333333333,3.2083333333333335
EL-040746,8.329166666666666,3.2083333333333335
EL-040746,8.329166666666666,3.229166666666667
EL-040746,8.358333333333333,3.229166666666667
EL-040746,8.358333333333333,3.2708333333333335
EL-040746,8.241666666666665,3.2708333333333335
EL-037689,8.125,2.9125
EL-037689,8.15,2.9125
EL-037689,8.15,2.925
EL-037689,8.125,2.925
SSML-038467,6.741666666666667,3.029166666666667
SSML-038467,6.75,3.029166666666667
SSML-038467,6.75,3.05
SSML-038467,6.741666666666667,3.05
EL-039634,6.887499999999999,4.65
EL-039634,6.9125000000000005,4.65
EL-039634,6.9125000000000005,4.658333333333334
EL-039634,6.891666666666667,4.658333333333334
EL-039634,6.891666666666667,4.654166666666667
EL-039634,6.887499999999999,4.654166666666667
SSML-037587,6.604166666666666,3.075
SSML-037587,6.608333333333333,3.075
SSML-037587,6.608333333333333,3.0833333333333335
SSML-037587,6.6125,3.0833333333333335
SSML-037587,6.6125,3.0875000000000004
SSML-037587,6.604166666666666,3.0875000000000004
SSML-037335,6.758333333333334,3.5166666666666666
SSML-037335,6.7625,3.5166666666666666
SSML-037335,6.7625,3.5208333333333335
SSML-037335,6.758333333333334,3.5208333333333335
SSML-037168,7.354166666666666,3.033333333333333
SSML-037168,7.358333333333333,3.033333333333333
SSML-037168,7.358333333333333,3.0416666666666665
SSML-037168,7.354166666666666,3.0416666666666665
SSML-036991,6.7125,3.3625000000000003
SSML-036991,6.720833333333333,3.3625000000000003
SSML-036991,6.720833333333333,3.3666666666666667
SSML-036991,6.7125,3.3666666666666667
SSML-036938,6.775,2.808333333333333
SSML-036938,6.779166666666667,2.808333333333333
SSML-036938,6.779166666666667,2.8125
SSML-036938,6.775,2.8125
SSML-036439,6.745833333333334,2.8208333333333333
SSML-036439,6.75,2.8208333333333333
SSML-036439,6.75,2.8291666666666666
SSML-036439,6.745833333333334,2.8291666666666666
SSML-035781,6.65,2.85
SSML-035781,6.654166666666667,2.85
SSML-035781,6.654166666666667,2.8625000000000003
SSML-035781,6.65,2.8625000000000003
EL-037781,7.7875,2.8958333333333335
EL-037781,8.0,2.8958333333333335
EL-037781,8.0,2.954166666666667
EL-037781,7.841666666666667,2.954166666666667
EL-037781,7.841666666666667,3.0
EL-037781,7.7875,3.0
SSML-042932,9.025,7.708333333333334
SSML-042932,9.0375,7.708333333333334
SSML-042932,9.0375,7.716666666666667
SSML-042932,9.025,7.716666666666667
QLS-037631,8.979166666666666,7.841666666666667
QLS-037631,8.987499999999999,7.841666666666667
QLS-037631,8.987499999999999,7.85
QLS-037631,8.975,7.85
QLS-037631,8.975,7.870833333333334
QLS-037631,8.966666666666667,7.870833333333334
QLS-037631,8.966666666666667,7.875000000000001
QLS-037631,8.958333333333332,7.875000000000001
QLS-037631,8.958333333333332,7.866666666666667
QLS-037631,8.970833333333333,7.866666666666667
QLS-037631,8.970833333333333,7.845833333333333
QLS-037631,8.979166666666666,7.845833333333333
EL-045695,8.841666666666667,7.566666666666666
EL-045695,8.85,7.566666666666666
EL-045695,8.85,7.575
EL-045695,8.841666666666667,7.575
EL-043720,8.8,8.6375
EL-043720,8.841666666666667,8.6375
EL-043720,8.841666666666667,8.679166666666665
EL-043720,8.8,8.679166666666665
EL-040087,8.875,7.658333333333334
EL-040087,8.916666666666666,7.658333333333334
EL-040087,8.916666666666666,7.6875
EL-040087,8.875,7.6875
SSML-039158,6.5,3.7333333333333334
SSML-039158,6.504166666666666,3.7333333333333334
SSML-039158,6.504166666666666,3.7375000000000003
SSML-039158,6.5,3.7375000000000003
SSML-039157,6.5,3.7375000000000003
SSML-039157,6.504166666666666,3.7375000000000003
SSML-039157,6.504166666666666,3.7416666666666667
SSML-039157,6.5,3.7416666666666667
EL-041301,8.504166666666666,3.5958333333333337
EL-041301,8.5625,3.5958333333333337
EL-041301,8.5625,3.65
EL-041301,8.504166666666666,3.65
EL-039328,9.454166666666666,8.995833333333332
EL-039328,9.470833333333333,8.995833333333332
EL-039328,9.470833333333333,9.016666666666667
EL-039328,9.475,9.016666666666667
EL-039328,9.475,9.083333333333334
EL-039328,9.429166666666665,9.083333333333334
EL-039328,9.429166666666665,9.0125
EL-039328,9.454166666666666,9.0125
SSML-034290,9.220833333333333,10.591666666666667
SSML-034290,9.241666666666665,10.591666666666667
SSML-034290,9.241666666666665,10.6
SSML-034290,9.220833333333333,10.6
SSML-036786,6.533333333333333,3.4958333333333336
SSML-036786,6.541666666666667,3.4958333333333336
SSML-036786,6.541666666666667,3.504166666666667
SSML-036786,6.5375,3.504166666666667
SSML-036786,6.5375,3.5083333333333333
SSML-036786,6.533333333333333,3.5083333333333333
SSML-041558,7.729166666666667,10.583333333333334
SSML-041558,7.741666666666667,10.583333333333334
SSML-041558,7.741666666666667,10.591666666666667
SSML-041558,7.733333333333333,10.591666666666667
SSML-041558,7.733333333333333,10.5875
SSML-041558,7.729166666666667,10.5875
QLS-040024,6.508333333333334,3.5749999999999997
QLS-040024,6.516666666666667,3.5749999999999997
QLS-040024,6.516666666666667,3.5833333333333335
QLS-040024,6.508333333333334,3.5833333333333335
ML-026313,12.054166666666667,6.020833333333333
ML-026313,12.079166666666666,6.020833333333333
ML-026313,12.079166666666666,6.045833333333333
ML-026313,12.091666666666667,6.045833333333333
ML-026313,12.091666666666667,6.05
ML-026313,12.075,6.05
ML-026313,12.075,6.0625
ML-026313,12.054166666666667,6.0625
QLS-039603,8.15,5.1416666666666675
QLS-039603,8.154166666666667,5.1416666666666675
QLS-039603,8.154166666666667,5.145833333333334
QLS-039603,8.15,5.145833333333334
EL-044289,8.641666666666666,5.595833333333333
EL-044289,8.654166666666667,5.595833333333333
EL-044289,8.654166666666667,5.616666666666667
EL-044289,8.641666666666666,5.616666666666667
EL-037810,8.204166666666666,4.8
EL-037810,8.4,4.8
EL-037810,8.4,4.858333333333333
EL-037810,8.383333333333333,4.858333333333333
EL-037810,8.383333333333333,4.9125000000000005
EL-037810,8.325,4.9125000000000005
EL-037810,8.325,4.9
EL-037810,8.308333333333334,4.9
EL-037810,8.308333333333334,4.891666666666667
EL-037810,8.295833333333333,4.891666666666667
EL-037810,8.295833333333333,4.883333333333333
EL-037810,8.2875,4.883333333333333
EL-037810,8.2875,4.887499999999999
EL-037810,8.283333333333333,4.887499999999999
EL-037810,8.283333333333333,4.875000000000001
EL-037810,8.258333333333333,4.875000000000001
EL-037810,8.258333333333333,4.870833333333334
EL-037810,8.254166666666666,4.870833333333334
EL-037810,8.254166666666666,4.845833333333333
EL-037810,8.25,4.845833333333333
EL-037810,8.25,4.841666666666667
